Attaswift,10000,0.020328579,0.001178253
Attaswift,10000,0.00980931,0.000504235
Attaswift,10000,0.009904956,0.000591713
Attaswift,10000,0.010343727,0.000461462
Attaswift,10000,0.008905869,0.000422088
Attaswift,10000,0.008098434,0.000348226
Attaswift,10000,0.009287891,0.000466534
Attaswift,10000,0.00838192,0.000357378
Attaswift,10000,0.009185788,0.000529747
Attaswift,10000,0.010932302,0.000480939
Attaswift,30000,0.064081494,0.003410133
Attaswift,30000,0.055707871,0.002441458
Attaswift,30000,0.056447905,0.002537404
Attaswift,30000,0.058083476,0.002390284
Attaswift,30000,0.060331003,0.002403378
Attaswift,30000,0.061434031,0.002405481
Attaswift,30000,0.056786406,0.002758436
Attaswift,30000,0.055740371,0.002599013
Attaswift,30000,0.059839846,0.002402436
Attaswift,30000,0.05829818,0.002456797
Attaswift,100000,0.542849029,0.025150352
Attaswift,100000,0.54907855,0.025279275
Attaswift,100000,0.546201539,0.026387128
Attaswift,100000,0.587307594,0.025114837
Attaswift,100000,0.557755533,0.024996056
Attaswift,100000,0.555603997,0.025116064
Attaswift,100000,0.544111816,0.025183244
Attaswift,100000,0.54788234,0.024973212
Attaswift,100000,0.556196411,0.025007312
Attaswift,100000,0.56320626,0.025440279
Attaswift,300000,4.876171126,0.219392121
Attaswift,300000,4.910879782,0.218990421
Attaswift,300000,5.117999466,0.220495734
Attaswift,300000,4.948316194,0.234537527
Attaswift,300000,5.173212035000001,0.218995451
Attaswift,300000,4.899379458,0.223461114
Attaswift,300000,4.8352984910000005,0.218943125
Attaswift,300000,4.926027451,0.218438307
Attaswift,300000,5.109075928999999,0.220141197
Attaswift,300000,5.01140921,0.218501207
Attaswift,1000000,58.201700821,2.822929732
Attaswift,1000000,54.816252264,2.441734434
Attaswift,1000000,54.833421095,2.469307679
Attaswift,1000000,54.33361983,2.436290684
Attaswift,1000000,54.62163880800001,2.446963267
Attaswift,1000000,54.008202641,2.474180535
Attaswift,1000000,54.347970161,2.538142096
Attaswift,1000000,54.088735325,2.465577782
Attaswift,1000000,54.163858835999996,2.460650827
Attaswift,1000000,54.549935569,2.495753325
Numberick,10000,0.004741561,0.000432014
Numberick,10000,0.00435504,0.000276416
Numberick,10000,0.00348247,0.000258585
Numberick,10000,0.002913356,0.000230693
Numberick,10000,0.003796471,0.000278519
Numberick,10000,0.004009894,0.000278443
Numberick,10000,0.003443689,0.000233623
Numberick,10000,0.003211624,0.000261774
Numberick,10000,0.003712225,0.000267887
Numberick,10000,0.003765466,0.000301125
Numberick,30000,0.025963591,0.001510556
Numberick,30000,0.024398627,0.001540848
Numberick,30000,0.024423264,0.001479989
Numberick,30000,0.025935738,0.001495157
Numberick,30000,0.024903606,0.001493591
Numberick,30000,0.025826042,0.001479155
Numberick,30000,0.025274383,0.00150991
Numberick,30000,0.02493756,0.001574698
Numberick,30000,0.02582444,0.001589629
Numberick,30000,0.024909854,0.001622242
Numberick,100000,0.231829348,0.015968834
Numberick,100000,0.233799641,0.015951569
